year,site,zone,season,sampling_start,sampling_end,sampling_totalDays,quadrats,A_FORB,A_GRASS,P_FORB,P_GRASS,P_LF-SU,P_S-SHR,P_SHRUB,P_ST-SU,UNK_FORB,UNK_GRASS,YUEL,pasture,UnitID,herb_kg_ha,Date,NDVI,DFI,NDTI,SATVI,NDII7,SAVI,RDVI,MTVI1,NCI,NDCI,PSRI,NDWI,EVI,TCBI,TCGI,TCWI,BAI_126,BAI_136,BAI_146,BAI_236,BAI_246,BAI_346,BLUE,GREEN,RED,NIR1,SWIR1,SWIR2
2013,CDRRC Pasture 3,E,FALL,2013-10-22,2013-10-22,1,32,25.057980282444788,8.058053590881611,7.062656963185388,25.90595075464277,0.0,0.8125181321848688,47.649888108125765,0.0,0.0054666642597168,0.0,0.0,CP3N,CP3NE,660.9010825541428,2013-10-22 00:00:00,0.29349298817066,10.992582411481177,0.11250278898441596,0.0933674323960151,0.10659524234661716,0.22546893557617484,21.266187485121968,0.12769882571385677,0.46654985930419396,0.2993147650656891,0.17928579490951382,-0.0057138323714264055,0.20529501711685166,0.5347005020792799,0.09101728471273389,-0.2616798941517707,136.1011408008126,130.93171656837814,113.4593485951747,130.63794091582238,112.80263512188303,112.08857012162686,759.3629759075468,1247.4990910828506,1851.62741350863,3392.897163593897,3430.151494084213,2739.368090096853
2013,CDRRC Pasture 3,E,SPRING,2013-04-25,2013-04-25,1,32,0.0,0.0,0.015601829397465,2.889336873358883,0.0,0.0,16.835536735587187,0.0,0.0,0.0,0.0,CP3N,CP3NE,29.049387027563483,2013-04-25 00:00:00,0.13807089089120048,3.442385749917216,0.02327739371327346,0.03189446920992912,-0.11815449714477172,0.10960957680544413,10.354375811732046,-0.01943695312500001,0.457537245337506,0.2737840829960563,0.2629095966212254,-0.1410502860480474,0.09565155471367283,0.6297115552539068,0.015301052089843762,-0.37557028867187525,139.2886777656975,130.93674108409138,134.06473209174212,129.13961033281845,136.15526801305373,146.374844832583,993.5058593750002,1581.4335937500011,2423.1250000000005,3199.978515625001,4248.328125000003,4054.548828125002
2013,CDRRC Pasture 3,G,FALL,2013-10-23,2013-10-23,1,32,47.745998995925625,5.285759749169014,8.521476304885223,20.9343736684242,0.0,0.0,3.149081468421954,0.0,0.0062121184769509,0.0,48.61107500000001,CP3N,CP3NG,824.9382083688101,2013-10-23 00:00:00,0.30969927076952486,13.053043338813312,0.14199195924191166,0.10348087097574828,0.15018723720946564,0.2345328127249397,22.120612862783943,0.14398172296429243,0.4560197494599444,0.3025566277778144,0.16189910435577748,0.009060715710560085,0.2176529966520956,0.5159057587934642,0.0958410576710799,-0.23981352467359315,135.5096508386578,131.74461362277998,111.7879133471427,132.5140288747914,110.94151505048305,109.40077226796109,763.5543545348044,1227.710214632376,1764.1857059700433,3345.240564393436,3288.044170213496,2476.585910934517
2013,CDRRC Pasture 3,G,SPRING,2013-04-25,2013-04-25,1,32,0.0036548019546197,0.0,0.0007479178064179013,2.947650312860267,0.0,0.0,2.0775048661931703,0.0,0.0,0.0,24.243221875000003,CP3N,CP3NG,29.520530326213045,2013-04-25 00:00:00,0.13158777646957284,3.6191016464898436,0.02414913399829158,0.015725400275853472,-0.10673055376778741,0.1074499299282382,10.173135902033016,-0.016741977272727228,0.42769669658281356,0.2576898533993375,0.24620491560539276,-0.13054498111674157,0.09613318103768509,0.6683135143181824,0.011941309924242395,-0.38166613875000016,137.300020803523,130.07049762385265,133.01554778792624,129.00801105814887,135.59681501507765,145.48034817807198,1135.212121212122,1764.2196969696972,2597.8390151515155,3384.6628787878794,4398.956439393942,4191.200757575759
2013,CDRRC Pasture 3,S,FALL,2013-10-25,2013-10-25,1,32,8.675119782395418,6.8697200722725125,5.0372753741042136,10.319425752493116,0.0,1.1763147956061653,43.81822702321562,0.0,0.6508710563224375,0.0,3.1585468750000003,CP3N,CP3NS,315.52412037587703,2013-10-25 00:00:00,0.23403978262089314,8.839869780151034,0.07678692537336819,0.06708917176072622,0.030255034447047937,0.179600758985329,16.941447912993617,0.07232983841389153,0.45299632673783086,0.27768250103563685,0.20759463500606057,-0.0466100721249034,0.1601602603243803,0.5487737267206021,0.06297269563117246,-0.28345992859113067,136.22035829828872,130.01883036537032,120.51526726720974,129.1278408305513,120.7708964537623,122.51075218815863,814.4712818535454,1334.0831808069092,2002.9452482977003,3229.8363659536367,3541.9664317674933,3037.093667416549
2013,CDRRC Pasture 3,S,SPRING,2013-04-24,2013-04-24,1,32,0.0,0.0,0.0,0.2966974121258086,0.0,0.0,42.52768670888757,0.0,0.0,0.0,0.0,CP3N,CP3NS,2.966974121258086,2013-04-24 00:00:00,0.14057769513428553,3.127981238878119,0.021219585622665297,0.027502633688616305,-0.11027638404955413,0.11160035786445918,10.541644014271506,-0.017208625000000012,0.4518690538646865,0.26684715813013843,0.2619318872842786,-0.13119485484089577,0.09752221791381696,0.6258963831041671,0.0171596698125,-0.36737467641666666,139.07154846280744,130.59616562209752,133.2991760608366,128.74549663119944,135.27730911332833,145.20452166493754,992.3000000000003,1576.0145833333345,2416.241666666667,3206.983333333334,4173.739583333335,3999.9687500000005
2013,JER Pasture 12A,E,FALL,2013-10-17,2013-10-17,1,32,17.18109221723735,7.961728860681317,1.8450934518081523,64.98077022251216,0.0,1.473902708410661,51.30458410727972,0.0,0.0,0.0,0.0,JP12A,JP12AE,919.6868475223898,2013-10-17 00:00:00,0.2625979519797125,11.067327743545736,0.10490244063345158,0.0932354145005524,0.06106392330561313,0.19744509046964753,18.62437717707557,0.1096346960451367,0.4418825479040497,0.30350176711570176,0.16255236125189396,-0.04399681064363639,0.18271229211333587,0.5334706434926063,0.06879161545069809,-0.2710231499604642,134.54889248151812,133.1017732105105,119.33273731183633,135.7939278654914,119.72505477729526,118.88670715180056,833.1796022287963,1350.5899192889663,1868.2771449343118,3190.457028585774,3484.6687751348813,2825.1166019341044
2013,JER Pasture 12A,E,SPRING,2013-04-24,2013-04-24,1,32,0.0,0.0,0.0,9.653182834057503,0.0,0.0355381819882954,25.96779144328009,0.0,0.0,0.0,0.0,JP12A,JP12AE,96.53182834057503,2013-04-24 00:00:00,0.1355346002210932,5.29489312106834,0.03616637216155822,0.04477720855227243,-0.11400990892484504,0.10476342595650467,9.885494347515953,-0.004239613822625793,0.4350448071742382,0.2794251888888199,0.2291207556898758,-0.14957489026125861,0.09423039192512801,0.6036440093130446,0.00962913607947413,-0.354875533185621,137.33700616451978,132.47429608888532,135.99054131734457,132.47423907363844,139.12618170362512,147.67158928644008,1026.3352601687209,1608.211792789746,2301.410160739053,3022.9332966936777,4083.8544700192033,3801.5815075028486
2013,JER Pasture 12A,G,FALL,2013-10-18,2013-10-18,1,32,10.042117885338024,5.274659320609063,7.218137008875611,80.20450310054075,0.0,1.8863029325118763,54.39255266543017,0.0,0.0,0.0,13.9147125,JP12A,JP12AG,1027.3941731536345,2013-10-18 00:00:00,0.2624177542375097,11.984114190678437,0.11413856330918397,0.09629306292065239,0.07118061367630485,0.19274038688355963,18.182342350383315,0.10289951627279381,0.4438500637270197,0.30255149691928607,0.16555307009976286,-0.04321437944311716,0.1777283832569288,0.5077732234540521,0.06664523086990487,-0.25518283514886714,135.1374225219521,133.34854314153355,120.09867155288407,135.57454096461785,120.39206748854536,119.70122178632715,794.5792110501718,1281.9005998691148,1786.089340415872,3046.873783458149,3322.5718521598637,2642.5010636283027
2013,JER Pasture 12A,G,SPRING,2013-04-24,2013-04-24,1,32,0.0,0.0,0.0,22.637414020160328,0.0,0.0,46.23776919288749,0.0,0.0,0.0,9.24715,JP12A,JP12AG,226.37414020160327,2013-04-24 00:00:00,0.13257846896180434,5.495244939894644,0.03726585129423706,0.039860800732037495,-0.10823577356747845,0.10305928349327423,9.726645391578142,-0.006439124708269897,0.4277736820736488,0.27221883664030283,0.22930909238727978,-0.1449189932086873,0.09257635292081698,0.6084098386546758,0.0092858292869824,-0.3517809714339857,136.40921994142641,131.64198547305293,135.34923635519547,131.80341634882853,138.69235783523447,147.53051407778923,1039.3478608079051,1637.101973686606,2337.5455048285808,3051.6431864249603,4082.1215372943047,3788.9247046469604
