filename,Date,NDVI,NDVI_gapfilled,NDVI_d30
Bill's Home,2019-01-01,,0.19531171218940205,
Bill's Home,2019-01-02,,0.19534639313267982,
Bill's Home,2019-01-03,,0.19539653771538137,
Bill's Home,2019-01-04,,0.19546193398966769,
Bill's Home,2019-01-05,,0.1955423445997746,
Bill's Home,2019-01-06,,0.19563750678201217,
Bill's Home,2019-01-07,,0.1957471323647651,
Bill's Home,2019-01-08,,0.1958709077684928,
Bill's Home,2019-01-09,,0.1960084940057283,
Bill's Home,2019-01-10,,0.1961595266810804,
Bill's Home,2019-01-11,,0.19632361599123116,
Bill's Home,2019-01-12,,0.19650034672493816,
Bill's Home,2019-01-13,,0.19668927826303273,
Bill's Home,2019-01-14,,0.19688994457842093,
Bill's Home,2019-01-15,,0.1971018542360835,
Bill's Home,2019-01-16,,0.19732449039307529,
Bill's Home,2019-01-17,,0.19755731079852604,
Bill's Home,2019-01-18,,0.19779974779363962,
Bill's Home,2019-01-19,,0.1980512083116946,
Bill's Home,2019-01-20,,0.1983110738780442,
Bill's Home,2019-01-21,,0.19857870061011526,
Bill's Home,2019-01-22,,0.1988534192174107,
Bill's Home,2019-01-23,,0.19913453500150627,
Bill's Home,2019-01-24,,0.19942132785605327,
Bill's Home,2019-01-25,,0.19971305226677685,
Bill's Home,2019-01-26,,0.2000089373114772,
Bill's Home,2019-01-27,,0.2003081866600287,
Bill's Home,2019-01-28,,0.20060997857438015,
Bill's Home,2019-01-29,,0.20091346590855505,
Bill's Home,2019-01-30,,0.20121777610865124,
Bill's Home,2019-01-31,,0.20152201121284116,0.00020700996744797047
Bill's Home,2019-02-01,,0.2018252478513715,0.00021596182395638893
Bill's Home,2019-02-02,,0.20212653724656368,0.0002243333177060769
Bill's Home,2019-02-03,,0.20239626223435203,0.00023114427482281153
Bill's Home,2019-02-04,,0.20263037609583853,0.00023626771653546447
Bill's Home,2019-02-05,,0.20286448995732512,0.00024089943917709837
Bill's Home,2019-02-06,,0.20309860381881156,0.0002450490484682155
Bill's Home,2019-02-07,,0.20333271768029793,0.0002487269970601706
Bill's Home,2019-02-08,,0.20356683154178445,0.00025194458453520473
Bill's Home,2019-02-09,,0.20380094540327104,0.00025471395740635504
Bill's Home,2019-02-10,,0.20403505926475754,0.000257048109117546
Bill's Home,2019-02-11,,0.204269173126244,0.00025896088004352853
Bill's Home,2019-02-12,,0.20450328698773057,0.000260466957489928
Bill's Home,2019-02-13,,0.20473740084921696,0.0002615818756932009
Bill's Home,2019-02-14,,0.2049715147107035,0.00026232201582066607
Bill's Home,2019-02-15,,0.20520562857219007,0.00026270460597049297
Bill's Home,2019-02-16,,0.20543974243367655,0.0002627477211716837
Bill's Home,2019-02-17,,0.20567385629516305,0.00026247028338411413
Bill's Home,2019-02-18,,0.20590797015664952,0.00026189206149849765
Bill's Home,2019-02-19,,0.2061420840181361,0.000261033671336397
Bill's Home,2019-02-20,,0.20637619787962252,0.00025991657565024216
Bill's Home,2019-02-21,,0.20661031174110905,0.00025856308412327834
Bill's Home,2019-02-22,,0.2068012274194165,0.0002555564139303412
Bill's Home,2019-02-23,,0.20695385379899717,0.0002510841980981301
Bill's Home,2019-02-24,,0.20707298945229302,0.0002453312395172056
Bill's Home,2019-02-25,,0.20716332263973572,0.00023847951094195055
Bill's Home,2019-02-26,,0.2072294313097472,0.00023070815499061647
Bill's Home,2019-02-27,,0.20727578309873881,0.00022219348414528883
Bill's Home,2019-02-28,,0.207306735331112,0.00021310898075189804
Bill's Home,2019-03-01,,0.20732653501925782,0.0002036252970202194
Bill's Home,2019-03-02,,0.20733931886355741,0.00019391025502387508
Bill's Home,2019-03-03,,0.20734911325238167,0.00018412884670033954
Bill's Home,2019-03-04,,0.2073598342620913,0.0001744432338509211
Bill's Home,2019-03-05,,0.20737528765703697,0.00016596751408949801
Bill's Home,2019-03-06,,0.2073991688895587,0.00015895975979067224
Bill's Home,2019-03-07,,0.20743506309998713,0.00015235243808873385
Bill's Home,2019-03-08,,0.20748644511664205,0.00014626137659434952
Bill's Home,2019-03-09,,0.2075566794558335,0.00014079872585118596
Bill's Home,2019-03-10,,0.20764902032186122,0.00013607295933589224
Bill's Home,2019-03-11,,0.20776661160701468,0.00013218887345812133
Bill's Home,2019-03-12,,0.20791248689157357,0.0001292475875605344
Bill's Home,2019-03-13,,0.20808956944380688,0.0001273465439187623
Bill's Home,2019-03-14,,0.20830067221997373,0.00012657950774143853
Bill's Home,2019-03-15,,0.2085484978643233,0.00012703656717021153
Bill's Home,2019-03-16,,0.2088356387090941,0.00012880413327968725
Bill's Home,2019-03-17,,0.20916457677451503,0.00013196494007749842
Bill's Home,2019-03-18,,0.20953768376880422,0.00013659804450425565
Bill's Home,2019-03-19,,0.20995722108817017,0.00014277882643357054
Bill's Home,2019-03-20,,0.21044721803838445,0.0001513082627244977
Bill's Home,2019-03-21,,0.21100722923009216,0.00016217150706520172
Bill's Home,2019-03-22,,0.21163675483072783,0.00017535189837017683
Bill's Home,2019-03-23,,0.2123352405645139,0.00019083096078016115
Bill's Home,2019-03-24,,0.2131020777124615,0.00021002834310150005
Bill's Home,2019-03-25,,0.2139366031123705,0.00023275831044577793
Bill's Home,2019-03-26,,0.21483809915882926,0.00025883699021787463
Bill's Home,2019-03-27,,0.21580579380321457,0.0002880823721159618
Bill's Home,2019-03-28,,0.21692432386122876,0.0003231630850493855
Bill's Home,2019-03-29,,0.21805127819928452,0.00035918317001819023
Bill's Home,2019-03-30,,0.21919120731131522,0.00039614906600677436
Bill's Home,2019-03-31,,0.22034848887431477,0.00043406512850189817
Bill's Home,2019-04-01,,0.22146824053952036,0.00047096405586543135
Bill's Home,2019-04-02,,0.22259977571442927,0.0005083554154015864
Bill's Home,2019-04-03,,0.22375144883394352,0.0005463871523950734
Bill's Home,2019-04-04,,0.2249318308905725,0.0005852181077845177
Bill's Home,2019-04-05,,0.22614956536455225,0.0006250132158331182
Bill's Home,2019-04-06,,0.22741322415396556,0.0006659387017992809
Bill's Home,2019-04-07,0.2171454355079773,0.22873116350486208,0.0007081572796073345
Bill's Home,2019-04-08,,0.23011137994137776,0.0007518233495181418
Bill's Home,2019-04-09,,0.231561366195855,0.0007970781957997923
Bill's Home,2019-04-10,,0.23308796713896174,0.0008440451843982354
Bill's Home,2019-04-11,,0.23469723570981263,0.0008928249606079686
Bill's Home,2019-04-12,,0.23639428884608782,0.0009434906467426979
Bill's Home,2019-04-13,,0.2381831634141529,0.0009960830398059728
Bill's Home,2019-04-14,,0.2400666721391794,0.0010506058091618697
Bill's Home,2019-04-15,,0.2420462595352636,0.0011070206942056496
Bill's Home,2019-04-16,,0.24412185783554724,0.001165242702034407
Bill's Home,2019-04-17,,0.24629174292233733,0.0012251353051177703
Bill's Home,2019-04-18,,0.24855239025722492,0.001286505638968492
Bill's Home,2019-04-19,,0.2509136942791077,0.0013488825413574415
Bill's Home,2019-04-20,,0.253374374139623,0.0014122381636510277
Bill's Home,2019-04-21,,0.2559665955936274,0.0014776613587633187
Bill's Home,2019-04-22,,0.25866467311715946,0.001544314418421519
Bill's Home,2019-04-23,,0.26144037830891914,0.0016112766865485878
Bill's Home,2019-04-24,,0.2643042653290272,0.0016789220738885557
Bill's Home,2019-04-25,,0.26724070530418276,0.00174675353817845
Bill's Home,2019-04-26,,0.2702341889069415,0.0018142798367908979
Bill's Home,2019-04-28,,0.2733385084267601,0.001880472818851045
Bill's Home,2019-04-29,,0.2763466712922319,0.0019431797697649124
Bill's Home,2019-04-30,,0.279337642618377,0.00200488117690206
Bill's Home,2019-05-01,,0.28230961438933855,0.0020653708505007926
Bill's Home,2019-05-02,,0.28526215661265597,0.0021264638691045204
Bill's Home,2019-05-03,,0.2881961374357226,0.0021865453907097773
Bill's Home,2019-05-04,0.295241803712254,0.2911136432622455,0.002245406480943399
Bill's Home,2019-05-05,,0.2940178988687031,0.0023028689326043536
Bill's Home,2019-05-06,,0.29691318752080453,0.0023587874052084096
Bill's Home,2019-05-07,,0.29980477108994796,0.0024130515645327468
Bill's Home,2019-05-08,,0.302698810169679,0.0024655882221605633
Bill's Home,2019-05-09,,0.30560228419214996,0.0025163634750257403
Bill's Home,2019-05-10,,0.308522911544578,0.002565384844957434
Bill's Home,2019-05-11,,0.3114609465800683,0.002612432648036885
Bill's Home,2019-05-12,0.3080499167295681,0.31442674752015676,0.0026576503936781375
Bill's Home,2019-05-13,0.3041715674348742,0.31743107664062864,0.0027012262598180275
Bill's Home,2019-05-14,,0.3204850225046485,0.0027433953030165195
Bill's Home,2019-05-15,,0.3235999221958895,0.002784441668557004
Bill's Home,2019-05-16,,0.32678728355166337,0.0028247008005466588
Bill's Home,2019-05-17,,0.3300587073960498,0.0028645616520167525
Bill's Home,2019-05-18,,0.3334258097730255,0.002904468895022939
Bill's Home,2019-05-19,,0.33690014417959446,0.0029449251307456514
Bill's Home,2019-05-20,,0.34049312379891705,0.002985980983993645
Bill's Home,2019-05-21,,0.34418832631779506,0.003027131739272402
Bill's Home,2019-05-22,,0.34808375840780104,0.0030705720938057884
Bill's Home,2019-05-23,,0.35212754492311216,0.0031154290601984234
Bill's Home,2019-05-24,,0.356265274060113,0.003160829858373128
Bill's Home,2019-05-25,,0.3604588095638539,0.003205151474494224
Bill's Home,2019-05-26,,0.3646149072301037,0.0032458067308640316
Bill's Home,2019-05-27,,0.3686788584710198,0.0032814889854692756
Bill's Home,2019-05-28,,0.3725929278331222,0.0033084806468787363
Bill's Home,2019-05-29,,0.3763294090251341,0.003332757924430074
Bill's Home,2019-05-30,,0.37992288883473424,0.003352841540545241
Bill's Home,2019-05-31,,0.3833602600333115,0.0033683548547990974
Bill's Home,2019-06-02,,0.386742215108246,0.0033826686165196683
Bill's Home,2019-06-03,,0.38980816005004143,0.0033870674204772946
Bill's Home,2019-06-04,,0.39265140604459425,0.003384592092744959
Bill's Home,2019-06-05,0.4047778194389982,0.395255749290633,0.0033745950140643298
Bill's Home,2019-06-06,0.4085572869654571,0.39760804493632335,0.0033564952471839605
Bill's Home,2019-06-07,,0.3996984488229141,0.003329789257765538
Bill's Home,2019-06-08,,0.4015395564159744,0.0032946915415431803
Bill's Home,2019-06-09,,0.4031241054254575,0.0032507273744435848
Bill's Home,2019-06-10,,0.4044493121758822,0.00319754668771014
Bill's Home,2019-06-11,,0.4054685553883687,0.0031335869602766796
Bill's Home,2019-06-12,,0.4062033722056586,0.0030592208228500616
Bill's Home,2019-06-13,,0.4066797841442792,0.002974956916788352
Bill's Home,2019-06-14,,0.4069284903272058,0.0028814489274185764
Bill's Home,2019-06-15,,0.40698506071652496,0.002779504617354515
Bill's Home,2019-06-17,,0.4069144364875023,0.002670905097861298
Bill's Home,2019-06-18,,0.4066968685415844,0.002554605371517819
Bill's Home,2019-06-19,,0.4064262973160826,0.00243334958476857
Bill's Home,2019-06-20,,0.406160351166762,0.002308673566238919
Bill's Home,2019-06-21,,0.4059625340983453,0.002182313676647609
Bill's Home,2019-06-22,,0.4060855477324814,0.002063240713822878
Bill's Home,2019-06-23,,0.4065085225087696,0.0019474921366989528
Bill's Home,2019-06-24,,0.4070413875238374,0.0018304614200241745
Bill's Home,2019-06-25,,0.40763390449310316,0.0017122876810996724
Bill's Home,2019-06-26,0.404840736153968,0.4082374896112192,0.0015926226682455098
Bill's Home,2019-06-27,,0.4086409453508532,0.0014675346040249836
Bill's Home,2019-06-28,,0.40885546739345596,0.0013392202974145395
Bill's Home,2019-06-29,,0.408892670647551,0.0012099914271476275
Bill's Home,2019-06-30,,0.40881398769783495,0.0010828192890900276
Bill's Home,2019-07-01,,0.4085694054511384,0.000954883887213472
Bill's Home,2019-07-02,,0.40824380104060504,0.0008294513669097855
Bill's Home,2019-07-03,,0.4078206506822454,0.0007026145191333118
Bill's Home,2019-07-04,,0.4072862533454181,0.0005826031098458899
Bill's Home,2019-07-05,,0.40662949189665587,0.0004659361950687206
Bill's Home,2019-07-06,0.4124504048764355,0.40584711166358445,0.00035304541243171467
Bill's Home,2019-07-07,0.4115274297357418,0.4049345051184303,0.00024421533940356585
Bill's Home,2019-07-08,,0.4038890569589201,0.00013968693786686563
Bill's Home,2019-07-09,,0.4027154213391393,3.9195497438830144e-05
Bill's Home,2019-07-10,,0.40139610781491664,-5.759992035136256e-05
Bill's Home,2019-07-11,0.3911886755278881,0.39994130019215873,-0.00015026706612411567
Bill's Home,2019-07-12,,0.3983349870922731,-0.0002377856098698524
Bill's Home,2019-07-13,,0.3966321198515786,-0.0003190417451360006
Bill's Home,2019-07-14,,0.39485651979635344,-0.0003941088115975248
Bill's Home,2019-07-15,,0.39303316655012566,-0.0004631774592360046
Bill's Home,2019-07-16,0.3948477409457667,0.3911988640745148,-0.0005262065547336714
Bill's Home,2019-07-17,,0.3893811747254077,-0.0005844420587364877
Bill's Home,2019-07-18,,0.3876082226050571,-0.000636288197884242
Bill's Home,2019-07-19,,0.38591077124505524,-0.0006838508690342452
Bill's Home,2019-07-20,,0.3843178203902502,-0.0007280843592170609
Bill's Home,2019-07-21,,0.3828311164997206,-0.0007710472532874898
Bill's Home,2019-07-22,,0.3815893296877523,-0.0008165406014909708
Bill's Home,2019-07-23,0.3856839202775599,0.3803781029103266,-0.0008710139866147678
Bill's Home,2019-07-24,,0.37911507697307145,-0.0009308770183588648
Bill's Home,2019-07-25,,0.377723658304445,-0.0009970082062886057
Bill's Home,2019-07-26,0.3661792732463521,0.3761736212505186,-0.0010687956120233526
Bill's Home,2019-07-27,,0.3743238664897973,-0.0011439026287018632
Bill's Home,2019-07-28,,0.37232997987079997,-0.0012175162507552
Bill's Home,2019-07-29,,0.37022792551452716,-0.0012888248377674624
Bill's Home,2019-07-30,,0.3680523760389912,-0.0013587203886281244
Bill's Home,2019-07-31,,0.365836662941864,-0.0014244247503091463
Bill's Home,2019-08-01,,0.36361272698312386,-0.0014877024685827059
Bill's Home,2019-08-02,,0.3613479006733997,-0.0015490916669615219
Bill's Home,2019-08-03,,0.3590555229634006,-0.0016076910127339175
Bill's Home,2019-08-04,,0.3567320781508654,-0.0016632471248596828
Bill's Home,2019-08-05,0.3621234611051626,0.35443512909434916,-0.0017137327523078431
Bill's Home,2019-08-06,,0.3521596012908577,-0.0017591634609190868
Bill's Home,2019-08-07,,0.3499013025313339,-0.001799591814252873
Bill's Home,2019-08-08,0.3454102256032865,0.34765688349934365,-0.0018352845946598547
Bill's Home,2019-08-09,,0.3454130368656302,-0.001866102364976215
Bill's Home,2019-08-10,0.3342858077346022,0.3431348146341564,-0.0018935495186000776
Bill's Home,2019-08-11,,0.34083669808585493,-0.0019166096335472727
Bill's Home,2019-08-12,,0.3385552163800179,-0.0019358967823853565
Bill's Home,2019-08-13,,0.33630689978218004,-0.0019516540004724469
Bill's Home,2019-08-14,,0.33410695293695714,-0.001964207120438951
Bill's Home,2019-08-16,,0.3320805256576711,-0.0019706112805614575
Bill's Home,2019-08-17,0.330170442782657,0.33015840934477986,-0.0019740921793542604
Bill's Home,2019-08-18,,0.32834101606192834,-0.001975573551437626
Bill's Home,2019-08-19,,0.32657549531769847,-0.001977842530911892
Bill's Home,2019-08-20,0.3304684897721419,0.32486322689492286,-0.001981819783177578
Bill's Home,2019-08-21,,0.3231588676499746,-0.001989074961658201
Bill's Home,2019-08-22,,0.32149264640438524,-0.0020032227761122346
Bill's Home,2019-08-23,,0.3197944457509914,-0.0020194552386445055
Bill's Home,2019-08-24,0.313174292978469,0.31802447422920266,-0.0020363534247956265
Bill's Home,2019-08-25,0.3175264916813579,0.31617897029255754,-0.0020514896003962484
Bill's Home,2019-08-26,,0.31429235342501116,-0.002062708927516915
Bill's Home,2019-08-27,,0.31234767064106533,-0.002065873194957733
Bill's Home,2019-08-28,,0.31046139851716326,-0.0020622860451212236
Bill's Home,2019-08-29,,0.3086401796988701,-0.0020529248605219022
Bill's Home,2019-08-30,0.3113721538386078,0.30689047528299884,-0.002038730025199746
Bill's Home,2019-08-31,,0.3051838115475457,-0.0020217617131439436
Bill's Home,2019-09-01,,0.30352858828786916,-0.0020028046231751564
Bill's Home,2019-09-02,0.2967034835762419,0.3019074670839559,-0.0019813477863147946
Bill's Home,2019-09-03,,0.3003239649703615,-0.0019577185997679694
Bill's Home,2019-09-04,0.2856649475948495,0.2987623308878652,-0.001932324908766673
Bill's Home,2019-09-05,,0.29724020587939964,-0.0019064974404983171
Bill's Home,2019-09-06,,0.29575174806393556,-0.0018802617742307386
Bill's Home,2019-09-07,,0.29430582988398213,-0.001853182421578392
Bill's Home,2019-09-08,,0.2929093116149877,-0.0018249190628118657
Bill's Home,2019-09-09,0.294075797717938,0.29149495142946824,-0.0017972695145387315
Bill's Home,2019-09-10,,0.29005844349365073,-0.0017692123713501891
Bill's Home,2019-09-11,,0.28860685280003673,-0.0017409948428606067
Bill's Home,2019-09-12,,0.28721924535700916,-0.0017111990341002914
Bill's Home,2019-09-13,,0.28589672687448914,-0.00168033909692303
Bill's Home,2019-09-14,,0.28463863303108766,-0.0016489439968623157
Bill's Home,2019-09-15,,0.28347409568950505,-0.0016202143322722018
Bill's Home,2019-09-16,,0.2823489291071051,-0.001593649341255826
Bill's Home,2019-09-17,,0.2812443205613956,-0.0015698898500177583
Bill's Home,2019-09-18,0.277699323172713,0.2801472305221165,-0.0015476088265193996
Bill's Home,2019-09-19,0.2783839032192011,0.2790605467182534,-0.0015267560058889813
Bill's Home,2019-09-20,,0.2779776168504397,-0.0015060416933178296
Bill's Home,2019-09-21,,0.27691807049658973,-0.001485819196926517
Bill's Home,2019-09-22,,0.2758021255401448,-0.0014664106736948864
Bill's Home,2019-09-23,,0.27462380293019173,-0.0014466890433003643
Bill's Home,2019-09-24,,0.27337731931803844,-0.0014267216991506366
Bill's Home,2019-09-25,,0.27205703693306327,-0.0014078438830649298
Bill's Home,2019-09-26,,0.2706557927000651,-0.001389729264700007
Bill's Home,2019-09-27,,0.2692556682803774,-0.0013735243412261954
Bill's Home,2019-09-28,,0.2680685300295657,-0.001352388322310146
