plot_id,year,tmax_Fall,tmax_Spring,tmax_Summer,tmax_Winter,tmin_Fall,tmin_Spring,tmin_Summer,tmin_Winter,vpdmax_Fall,vpdmax_Spring,vpdmax_Summer,vpdmax_Winter,ppt_Fall,ppt_Spring,ppt_Summer,ppt_Winter,tmean_Fall,tmean_Spring,tmean_Summer,tmean_Winter,Infested,Empty,infest_binary,class_wheat_ai_1000m,class_grass_ai_1000m,class_wheat_area_mn_1000m,class_grass_area_mn_1000m,class_wheat_cohesion_1000m,class_grass_cohesion_1000m,class_wheat_pland_1000m,class_grass_pland_1000m,class_wheat_ai_3000m,class_grass_ai_3000m,class_wheat_area_mn_3000m,class_grass_area_mn_3000m,class_wheat_cohesion_3000m,class_grass_cohesion_3000m,class_wheat_pland_3000m,class_grass_pland_3000m,class_wheat_ai_10000m,class_grass_ai_10000m,class_wheat_area_mn_10000m,class_grass_area_mn_10000m,class_wheat_cohesion_10000m,class_grass_cohesion_10000m,class_wheat_pland_10000m,class_grass_pland_10000m,Unique_ID,STATEFP,COUNTYFP,COUNTYNS,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,Longitude,Latitude,date
90,2013,18.0929997762044,15.4693330128988,31.3856665293376,6.8906668027242,2.94466682275136,-0.626333316167196,13.0509999593099,-10.0746663411458,16.4700002670288,15.4039999643962,37.1586659749349,8.32599989573161,80.3899973233541,48.3403339385986,15.4529999097188,8.07466665903727,10.5183335940043,7.42100016276042,22.2176672617594,-1.59100004037221,0,100,not_infested,90.5660377358491,86.7252747252747,2.37428571428571,4.79454545454545,92.3320634869429,96.5392106731107,15.3292750415053,32.4294410625346,80.7047553882997,87.3602497574147,2.1103937007874,7.91536764705882,93.8491016466122,98.9302534075954,9.37539352726357,37.6558367963733,80.4644168108536,86.9818631760607,2.27354183590577,8.37012080536913,92.0279690027779,99.0787777481225,8.8805690966362,39.5728919464601,90_2013,08,013,00198122,0500000US08013,08013,Boulder,06,1881290197,36512644,-105.08369,40.2155,2013-07-02
19,2014,19.7639999389648,17.8666671117147,30.0103340148926,6.79566685358683,2.32800006866455,1.29233336448669,12.4853331247965,-8.75333309173584,19.9366671244303,17.2516667048136,33.0960006713867,7.90399996439616,22.2600002288818,39.1579990386963,52.8823324839274,19.7563330332438,11.0456672509511,9.57900047302246,21.2473347981771,-0.978666692972183,1,99,infested,69.8558322411533,79.1025641025641,1.4472,5.14285714285714,93.4973848477896,96.2928387247534,11.1234089651356,44.2722744881018,74.7507122507123,82.8698737519597,1.09058823529412,8.27593984962406,89.2974336710311,98.8953589875752,4.53858743547778,38.4930127155986,78.9701758858017,84.2270448605339,1.28798418972332,7.21279109589041,88.9468579300768,99.3449436081215,6.20402101896276,40.0985263879369,19_2014,08,013,00198122,0500000US08013,08013,Boulder,06,1881290197,36512644,-105.10656,40.2183608,2014-07-02
19,2015,20.7343330383301,17.2726662953695,30.8669999440511,8.57299995422363,4.22966655095418,1.91233332951864,13.2976668675741,-6.74899991353353,21.2713330586751,15.016666730245,34.9689998626709,9.18033345540365,29.7290002504985,78.2336657842,32.7570006052653,22.7846663792928,12.4813338915507,9.59166717529297,22.0820007324219,0.912000020345052,0,100,not_infested,78.4782608695652,83.1293037490436,2.41,5.49818181818182,92.0771071507699,95.9711096179753,13.3370226895407,37.1887105700055,76.2898686679174,84.5393418533197,1.45266666666667,7.39239130434783,87.6611453317817,98.2284415271756,6.85780827091333,35.6738213633789,78.1518655902247,85.5745131034287,1.34283958602846,7.76391569945021,89.0527842495592,99.3255228607521,6.58842548427084,40.3345767378625,19_2015,08,013,00198122,0500000US08013,08013,Boulder,06,1881290197,36512644,-105.10467,40.2178,2015-07-02
19,2016,22.227499961853,16.6499996185303,31.6453342437744,7.93000014623006,3.8206665913264,1.42233331998189,13.2476666768392,-7.92200009028117,23.6473331451416,14.850666364034,38.1870002746582,8.63199996948242,7.6253334681193,54.6103324890137,19.1363331476847,16.3913338979085,13.2603335380554,9.03533379236857,22.4460010528564,0.00400004784266154,0,100,not_infested,89.4467213114754,82.8351836037575,3.53769230769231,3.87642857142857,96.1782103828635,94.6298555729571,14.1394576646375,33.3702268954068,78.009722619388,84.3495575221239,1.20291044776119,8.85025862068965,87.5373655199618,98.375298964397,5.6368614861675,35.9015516318887,78.6625523879703,85.4506456148866,1.40234497505346,8.31753947368421,92.3792200300299,99.3131174246161,6.24382358149445,40.1214433825923,19_2016,08,013,00198122,0500000US08013,08013,Boulder,06,1881290197,36512644,-105.1067759,40.21819691,2016-07-02
19,2018,18.5443328221639,18.4276666641235,30.664000193278,7.45000012715658,2.39966674645742,1.95766661133772,13.454000155131,-8.10400009155273,19.0256671905518,17.2226667404175,35.2323328653971,8.1660000483195,19.8666667938232,54.0719998677572,37.9543336232503,10.7140000661214,10.4710006713867,10.1916672388713,22.0586675008138,-0.326666691030065,48,50,infested,91.1802853437095,82.9000812347685,4.5675,4.38576923076923,94.7259179969975,91.7165159924765,11.2715158245419,35.1749028317601,86.0103626943005,86.8618733711482,3.25363636363636,6.84276923076923,90.3694312779299,95.8322817567893,3.75878257033933,31.141497841772,87.1241193653703,88.3454405639718,5.31302013422819,8.26340243030736,92.0237675485562,97.222562760357,5.02482133778156,36.6893076874739,19_2018,08,013,00198122,0500000US08013,08013,Boulder,06,1881290197,36512644,-105.1036,40.2177,2018-07-02
19,2019,18.442333539327,15.102666536967,30.6153335571289,6.67433341344198,1.34133323033651,0.247666637102763,13.1143334706624,-7.83600028355916,19.7123339970907,13.7576662699382,35.1063327789307,7.36366669336955,31.3606656392415,45.3283335367839,49.2386665344238,11.5366667111715,9.89180000623067,7.67479968070984,21.8647994995117,-0.580700039863586,13,87,infested,75.8771929824561,84.5450587723117,1.464,3.94333333333333,84.8881790754324,92.493527211698,6.78154530294608,32.8793774319066,84.4688221709007,88.4654145671095,2.304,9.3566037735849,87.2465431343741,96.0116860180892,2.81991565430855,34.682444766161,86.1609431060994,90.2384994564327,4.42402941176471,11.2638011152416,90.6621725299883,97.577104126604,4.77346532504291,38.4621975705681,19_2019,08,013,00198122,0500000US08013,08013,Boulder,06,1881290197,36512644,-105.1053,40.2178,2019-07-02
19,2020,19.5450000762939,17.542999903361,32.0740000406901,7.92500019073486,1.6943333397309,1.66633325815201,13.5306669871012,-7.60033353169759,21.3336668014526,16.8120002746582,39.9763323465983,8.6246665318807,14.4060001373291,48.0683326721191,26.1293334960938,12.9176666686932,10.619632879893,9.60459995269775,22.8023331960042,0.162333389123281,1,99,infested,73.4323432343234,85.2385238523852,5.778,6.1488,93.7708244604573,93.6166909033015,8.88704318936877,47.2868217054264,83.812472357364,89.0440153096729,4.03269230769231,9.16105263157895,91.2671791558482,96.3154328642826,3.66721228909595,36.52732309242,84.9047946776784,90.9898526046522,4.16107894736842,12.3558227848101,90.9907333817885,97.5020343061892,5.01740627882603,37.168045556187,19_2020,08,013,00198122,0500000US08013,08013,Boulder,06,1881290197,36512644,-105.1037352,40.21855539,2020-07-02
19,2021,22.0173664093018,15.7107330958048,31.7538318634033,7.94526640574137,3.71886642773946,0.920433262983958,13.8862663904826,-7.42673317591349,23.561066309611,14.602300008138,38.042366027832,9.01809994379679,6.43883307774862,70.8881988525391,30.5965665181478,9.78376646836599,12.8680661519368,8.3154997030894,22.8199659983317,0.259233335653941,0,100,not_infested,83.9634941329857,87.0689655172414,9.09,11.046,96.4309228856975,96.2326590468876,11.1849390919158,50.968992248062,85.8916478555305,89.417091114884,3.403125,12.7646590909091,93.7878164500142,98.2024681826731,5.71221753635048,39.2805438408762,86.7802831672785,91.2425217312757,3.78295404814004,14.1776528384279,92.1332115229696,99.5087629480014,5.48595026688638,41.210170527404,19_2021,08,013,00198122,0500000US08013,08013,Boulder,06,1881290197,36512644,-105.1044314,40.21800672,2021-07-02
19,2022,19.4552659988403,18.0880327224731,31.7855326334635,6.21639982859294,2.47713319460551,0.460533291101456,14.3230660756429,-9.72513326009115,20.7058331171672,19.1858660380046,38.664665222168,7.48746633529663,20.2419328689575,26.4582664966583,32.765266418457,32.2589327494303,10.9661331574122,9.27423318227132,23.0542329152425,-1.7543332974116,0,100,not_infested,71.4876033057851,86.3276836158192,1.49869565217391,7.41681818181818,86.9935175171227,95.3342183736029,10.6035437430786,50.1937984496124,75.5295605437875,88.7433187316642,1.35166666666667,10.0880357142857,86.2267252772293,97.3590217478333,5.10544538873151,39.5152659741895,80.9182869153967,90.1211342091786,1.74445193929174,11.222547660312,91.1545326805485,99.2474468781941,6.56488636817966,41.0942238823872,19_2022,08,013,00198122,0500000US08013,08013,Boulder,06,1881290197,36512644,-105.105,40.218,2022-07-02
77,2013,17.4376668930054,14.0706666310628,29.7783336639404,5.88566652933757,3.72099983692169,-0.0479999780654907,14.0736665725708,-8.40900007883708,15.8479998906453,13.6746664047241,33.4090003967285,7.76966667175293,67.9086670875549,45.8510004679362,45.2279987335205,18.3099997838338,10.5790006319682,7.01100031534831,21.925334294637,-1.26133340597153,0,100,not_infested,91.3611250627825,80.0456100342075,7.71,2.3,94.7646074856029,90.4622736568446,28.4370677731674,12.7247579529737,93.8381646256394,95.7947226262206,9.96406779661017,15.6124285714286,97.8428576248213,99.0749084872174,20.5615713925963,38.223998992697,90.6572348840054,94.342211236704,4.32667317073171,14.2343558282209,96.8050113821689,99.6898097475806,14.0724642233957,51.536587664461,77_2013,08,005,00198118,0500000US08005,08005,Arapahoe,06,2066632437,19499590,-104.62213,39.68203,2013-07-02
78,2013,17.5256665547689,14.2173334757487,30.1093330383301,5.80366659164429,3.55066653092702,-0.0919999281565348,14.0916665395101,-8.8546667098999,15.9256664911906,13.6553335189819,33.8796666463216,7.58466657002767,70.8136692047119,48.6093330383301,44.6270001729329,14.5236665407817,10.5376672744751,7.06233358383179,22.0996678670247,-1.52500001589457,10,90,infested,95.607439651761,93.7888198757764,11.7,11.43,96.3495644758087,96.1171549730798,36.1613351877608,45.9248956884562,86.8644605046279,93.8849096136043,4.1451724137931,23.5446835443038,94.8000199028032,99.7651495137038,12.6065754286613,65.0212364322794,90.3520714274407,92.1649066292053,4.8702133105802,12.6270762711864,95.8140322017949,99.6803072995395,18.1156274100945,47.289268473821,78_2013,08,005,00198118,0500000US08005,08005,Arapahoe,06,2066632437,19499590,-104.45251,39.69429,2013-07-02
79,2013,17.9409996668498,14.4223337173462,30.6686662038167,5.90199995040894,2.44933319091797,-0.891333341598511,13.485333442688,-10.6186663309733,16.7406663894653,14.2023331324259,35.298999786377,7.65866676966349,60.9553357760111,44.6286659240723,48.5730005900065,11.5630000432332,10.1940002441406,6.76500050226847,22.0763339996338,-2.35733338197072,14,86,infested,95.5569080949483,91.0677618069815,4.255,22.42125,95.5749770919466,99.2478399665685,23.7179487179487,55.546265328874,92.5260929859134,91.1042435117801,6.78326086956522,28.44375,97.1318712299469,99.5373579007889,21.8221872541306,47.741935483871,89.4403405533993,92.6292261988966,4.4118337408313,15.0123728813559,96.0181747767931,99.7378637703796,17.1808721832002,50.6005650024137,79_2013,08,005,00198118,0500000US08005,08005,Arapahoe,06,2066632437,19499590,-104.24832,39.66624,2013-07-02
